,d,sales,date,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,is_event,rolling_7,rolling_28
405,d_406,32322,2012-03-09,Friday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33795.42857142857,31196.464285714286
406,d_407,39559,2012-03-10,Saturday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33544.0,31117.964285714286
407,d_408,40612,2012-03-11,Sunday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33585.0,31071.821428571428
408,d_409,32501,2012-03-12,Monday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33556.142857142855,31101.321428571428
409,d_410,29100,2012-03-13,Tuesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33208.71428571428,31244.178571428572
410,d_411,27841,2012-03-14,Wednesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33099.142857142855,31278.571428571428
411,d_412,30752,2012-03-15,Thursday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33241.0,31477.035714285714
412,d_413,30951,2012-03-16,Friday,3,2012,No_Event,No_Event,No_Event,No_Event,0,33045.142857142855,31596.571428571428
413,d_414,37904,2012-03-17,Saturday,3,2012,StPatricksDay,Cultural,No_Event,No_Event,1,32808.71428571428,31642.35714285714
414,d_415,37694,2012-03-18,Sunday,3,2012,No_Event,No_Event,No_Event,No_Event,0,32391.85714285714,31690.785714285714
415,d_416,29187,2012-03-19,Monday,3,2012,No_Event,No_Event,No_Event,No_Event,0,31918.428571428572,31653.964285714286
416,d_417,25533,2012-03-20,Tuesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,31408.85714285714,31666.214285714286
417,d_418,26227,2012-03-21,Wednesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,31178.285714285714,31741.64285714286
418,d_419,26015,2012-03-22,Thursday,3,2012,No_Event,No_Event,No_Event,No_Event,0,30501.571428571428,31770.35714285714
419,d_420,29055,2012-03-23,Friday,3,2012,No_Event,No_Event,No_Event,No_Event,0,30230.714285714286,31812.678571428572
420,d_421,37089,2012-03-24,Saturday,3,2012,No_Event,No_Event,No_Event,No_Event,0,30114.285714285714,31859.821428571428
421,d_422,37843,2012-03-25,Sunday,3,2012,No_Event,No_Event,No_Event,No_Event,0,30135.571428571428,31915.60714285714
422,d_423,27182,2012-03-26,Monday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29849.14285714286,31912.464285714286
423,d_424,24649,2012-03-27,Tuesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29722.85714285714,31922.821428571428
424,d_425,24783,2012-03-28,Wednesday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29516.571428571428,31922.14285714286
425,d_426,23879,2012-03-29,Thursday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29211.428571428572,31695.25
426,d_427,30732,2012-03-30,Friday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29451.0,31630.571428571428
427,d_428,38463,2012-03-31,Saturday,3,2012,No_Event,No_Event,No_Event,No_Event,0,29647.285714285714,31528.571428571428
428,d_429,39783,2012-04-01,Sunday,4,2012,No_Event,No_Event,No_Event,No_Event,0,29924.428571428572,31509.214285714286
429,d_430,31359,2012-04-02,Monday,4,2012,No_Event,No_Event,No_Event,No_Event,0,30521.14285714286,31461.214285714286
430,d_431,33033,2012-04-03,Tuesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,31718.85714285714,31514.821428571428
431,d_432,28318,2012-04-04,Wednesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,32223.85714285714,31504.464285714286
432,d_433,31368,2012-04-05,Thursday,4,2012,No_Event,No_Event,No_Event,No_Event,0,33293.71428571428,31561.928571428572
433,d_434,37545,2012-04-06,Friday,4,2012,No_Event,No_Event,No_Event,No_Event,0,34267.0,31748.464285714286
434,d_435,45638,2012-04-07,Saturday,4,2012,No_Event,No_Event,No_Event,No_Event,0,35292.0,31965.571428571428
435,d_436,36210,2012-04-08,Sunday,4,2012,Easter,Cultural,No_Event,No_Event,1,34781.57142857143,31808.35714285714
436,d_437,31993,2012-04-09,Monday,4,2012,No_Event,No_Event,No_Event,No_Event,0,34872.142857142855,31790.214285714286
437,d_438,28800,2012-04-10,Tuesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,34267.42857142857,31779.5
438,d_439,29575,2012-04-11,Wednesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,34447.0,31841.428571428572
439,d_440,28568,2012-04-12,Thursday,4,2012,No_Event,No_Event,No_Event,No_Event,0,34047.0,31763.428571428572
440,d_441,31938,2012-04-13,Friday,4,2012,No_Event,No_Event,No_Event,No_Event,0,33246.0,31798.678571428572
441,d_442,38546,2012-04-14,Saturday,4,2012,Pesach End,Religious,No_Event,No_Event,1,32232.85714285714,31821.60714285714
442,d_443,38707,2012-04-15,Sunday,4,2012,OrthodoxEaster,Religious,No_Event,No_Event,1,32589.571428571428,31857.785714285714
443,d_444,27672,2012-04-16,Monday,4,2012,No_Event,No_Event,No_Event,No_Event,0,31972.285714285714,31803.678571428572
444,d_445,26067,2012-04-17,Tuesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,31581.85714285714,31822.75
445,d_446,24699,2012-04-18,Wednesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,30885.285714285714,31768.178571428572
446,d_447,24824,2012-04-19,Thursday,4,2012,No_Event,No_Event,No_Event,No_Event,0,30350.428571428572,31725.64285714286
447,d_448,28143,2012-04-20,Friday,4,2012,No_Event,No_Event,No_Event,No_Event,0,29808.285714285714,31693.071428571428
448,d_449,36708,2012-04-21,Saturday,4,2012,No_Event,No_Event,No_Event,No_Event,0,29545.714285714286,31679.464285714286
449,d_450,36764,2012-04-22,Sunday,4,2012,No_Event,No_Event,No_Event,No_Event,0,29268.14285714286,31640.928571428572
450,d_451,26670,2012-04-23,Monday,4,2012,No_Event,No_Event,No_Event,No_Event,0,29125.0,31622.64285714286
451,d_452,24848,2012-04-24,Tuesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28950.85714285714,31629.75
452,d_453,24448,2012-04-25,Wednesday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28915.0,31617.785714285714
453,d_454,24530,2012-04-26,Thursday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28873.0,31641.035714285714
454,d_455,28977,2012-04-27,Friday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28992.14285714286,31578.35714285714
455,d_456,35647,2012-04-28,Saturday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28840.571428571428,31477.785714285714
456,d_457,36124,2012-04-29,Sunday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28749.14285714286,31347.10714285714
457,d_458,27356,2012-04-30,Monday,4,2012,No_Event,No_Event,No_Event,No_Event,0,28847.14285714286,31204.14285714286
458,d_459,30290,2012-05-01,Tuesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,29624.571428571428,31106.178571428572
459,d_460,29239,2012-05-02,Wednesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,30309.0,31139.071428571428
460,d_461,32959,2012-05-03,Thursday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31513.14285714286,31195.89285714286
461,d_462,32932,2012-05-04,Friday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32078.14285714286,31031.14285714286
462,d_463,39201,2012-05-05,Saturday,5,2012,Cinco De Mayo,Cultural,No_Event,No_Event,1,32585.85714285714,30801.25
463,d_464,41529,2012-05-06,Sunday,5,2012,No_Event,No_Event,No_Event,No_Event,0,33358.0,30991.214285714286
464,d_465,33477,2012-05-07,Monday,5,2012,No_Event,No_Event,No_Event,No_Event,0,34232.42857142857,31044.214285714286
465,d_466,30433,2012-05-08,Tuesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,34252.857142857145,31102.535714285714
466,d_467,30204,2012-05-09,Wednesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,34390.71428571428,31125.0
467,d_468,28164,2012-05-10,Thursday,5,2012,No_Event,No_Event,No_Event,No_Event,0,33705.71428571428,31110.571428571428
468,d_469,32814,2012-05-11,Friday,5,2012,No_Event,No_Event,No_Event,No_Event,0,33688.857142857145,31141.85714285714
469,d_470,40872,2012-05-12,Saturday,5,2012,No_Event,No_Event,No_Event,No_Event,0,33927.57142857143,31224.928571428572
470,d_471,33769,2012-05-13,Sunday,5,2012,Mother's day,Cultural,No_Event,No_Event,1,32819.0,31048.571428571428
471,d_472,31583,2012-05-14,Monday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32548.428571428572,31188.25
472,d_473,31758,2012-05-15,Tuesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32737.714285714286,31391.5
473,d_474,28677,2012-05-16,Wednesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32519.571428571428,31533.571428571428
474,d_475,27323,2012-05-17,Thursday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32399.428571428572,31622.821428571428
475,d_476,32311,2012-05-18,Friday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32327.571428571428,31771.678571428572
476,d_477,37929,2012-05-19,Saturday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31907.14285714286,31815.285714285714
477,d_478,39514,2012-05-20,Sunday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32727.85714285714,31913.5
478,d_479,28805,2012-05-21,Monday,5,2012,No_Event,No_Event,No_Event,No_Event,0,32331.0,31989.75
479,d_480,27502,2012-05-22,Tuesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31723.0,32084.535714285714
480,d_481,26623,2012-05-23,Wednesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31429.571428571428,32162.214285714286
481,d_482,27963,2012-05-24,Thursday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31521.0,32284.821428571428
482,d_483,32797,2012-05-25,Friday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31590.428571428572,32421.25
483,d_484,37239,2012-05-26,Saturday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31491.85714285714,32478.10714285714
484,d_485,33853,2012-05-27,Sunday,5,2012,No_Event,No_Event,No_Event,No_Event,0,30683.14285714286,32397.0
485,d_486,33407,2012-05-28,Monday,5,2012,MemorialDay,National,No_Event,No_Event,1,31340.571428571428,32613.10714285714
486,d_487,28620,2012-05-29,Tuesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31500.285714285714,32553.464285714286
487,d_488,27150,2012-05-30,Wednesday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31575.571428571428,32478.85714285714
488,d_489,28809,2012-05-31,Thursday,5,2012,No_Event,No_Event,No_Event,No_Event,0,31696.428571428572,32330.64285714286
489,d_490,39529,2012-06-01,Friday,6,2012,No_Event,No_Event,No_Event,No_Event,0,32658.14285714286,32566.25
490,d_491,44943,2012-06-02,Saturday,6,2012,No_Event,No_Event,No_Event,No_Event,0,33758.71428571428,32771.32142857143
491,d_492,43910,2012-06-03,Sunday,6,2012,No_Event,No_Event,No_Event,No_Event,0,35195.42857142857,32856.357142857145
492,d_493,33294,2012-06-04,Monday,6,2012,No_Event,No_Event,No_Event,No_Event,0,35179.28571428572,32849.82142857143
493,d_494,34006,2012-06-05,Tuesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,35948.71428571428,32977.42857142857
494,d_495,33587,2012-06-06,Wednesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,36868.28571428572,33098.25
495,d_496,32535,2012-06-07,Thursday,6,2012,No_Event,No_Event,No_Event,No_Event,0,37400.57142857143,33254.357142857145
496,d_497,36901,2012-06-08,Friday,6,2012,No_Event,No_Event,No_Event,No_Event,0,37025.142857142855,33400.32142857143
497,d_498,43309,2012-06-09,Saturday,6,2012,No_Event,No_Event,No_Event,No_Event,0,36791.71428571428,33487.357142857145
498,d_499,44944,2012-06-10,Sunday,6,2012,No_Event,No_Event,No_Event,No_Event,0,36939.42857142857,33886.46428571428
499,d_500,39636,2012-06-11,Monday,6,2012,No_Event,No_Event,No_Event,No_Event,0,37845.42857142857,34174.07142857143
500,d_501,35074,2012-06-12,Tuesday,6,2012,NBAFinalsStart,Sporting,No_Event,No_Event,1,37998.0,34292.5
501,d_502,32930,2012-06-13,Wednesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,37904.142857142855,34444.392857142855
502,d_503,33782,2012-06-14,Thursday,6,2012,No_Event,No_Event,No_Event,No_Event,0,38082.28571428572,34675.07142857143
503,d_504,41798,2012-06-15,Friday,6,2012,No_Event,No_Event,No_Event,No_Event,0,38781.857142857145,35013.892857142855
504,d_505,44438,2012-06-16,Saturday,6,2012,No_Event,No_Event,No_Event,No_Event,0,38943.142857142855,35246.357142857145
505,d_506,39039,2012-06-17,Sunday,6,2012,Father's day,Cultural,No_Event,No_Event,1,38099.57142857143,35229.392857142855
506,d_507,34100,2012-06-18,Monday,6,2012,No_Event,No_Event,No_Event,No_Event,0,37308.71428571428,35418.5
507,d_508,31967,2012-06-19,Tuesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,36864.857142857145,35577.96428571428
508,d_509,31468,2012-06-20,Wednesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,36656.0,35751.0
509,d_510,30764,2012-06-21,Thursday,6,2012,NBAFinalsEnd,Sporting,No_Event,No_Event,1,36224.857142857145,35851.03571428572
510,d_511,36477,2012-06-22,Friday,6,2012,No_Event,No_Event,No_Event,No_Event,0,35464.71428571428,35982.46428571428
511,d_512,40010,2012-06-23,Saturday,6,2012,No_Event,No_Event,No_Event,No_Event,0,34832.142857142855,36081.42857142857
512,d_513,40509,2012-06-24,Sunday,6,2012,No_Event,No_Event,No_Event,No_Event,0,35042.142857142855,36319.142857142855
513,d_514,31847,2012-06-25,Monday,6,2012,No_Event,No_Event,No_Event,No_Event,0,34720.28571428572,36263.42857142857
514,d_515,29371,2012-06-26,Tuesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,34349.42857142857,36290.25
515,d_516,28885,2012-06-27,Wednesday,6,2012,No_Event,No_Event,No_Event,No_Event,0,33980.42857142857,36352.21428571428
516,d_517,29585,2012-06-28,Thursday,6,2012,No_Event,No_Event,No_Event,No_Event,0,33812.0,36379.92857142857
517,d_518,36377,2012-06-29,Friday,6,2012,No_Event,No_Event,No_Event,No_Event,0,33797.71428571428,36267.357142857145
518,d_519,40594,2012-06-30,Saturday,6,2012,No_Event,No_Event,No_Event,No_Event,0,33881.142857142855,36112.03571428572
519,d_520,40699,2012-07-01,Sunday,7,2012,No_Event,No_Event,No_Event,No_Event,0,33908.28571428572,35997.357142857145
520,d_521,35863,2012-07-02,Monday,7,2012,No_Event,No_Event,No_Event,No_Event,0,34482.0,36089.107142857145
521,d_522,39542,2012-07-03,Tuesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,35935.0,36286.82142857143
522,d_523,32656,2012-07-04,Wednesday,7,2012,IndependenceDay,National,No_Event,No_Event,1,36473.71428571428,36253.57142857143
523,d_524,34408,2012-07-05,Thursday,7,2012,No_Event,No_Event,No_Event,No_Event,0,37162.71428571428,36320.46428571428
524,d_525,39991,2012-07-06,Friday,7,2012,No_Event,No_Event,No_Event,No_Event,0,37679.0,36430.82142857143
525,d_526,41431,2012-07-07,Saturday,7,2012,No_Event,No_Event,No_Event,No_Event,0,37798.57142857143,36363.75
526,d_527,42672,2012-07-08,Sunday,7,2012,No_Event,No_Event,No_Event,No_Event,0,38080.42857142857,36282.607142857145
527,d_528,35770,2012-07-09,Monday,7,2012,No_Event,No_Event,No_Event,No_Event,0,38067.142857142855,36144.53571428572
528,d_529,32587,2012-07-10,Tuesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,37073.57142857143,36055.71428571428
529,d_530,33072,2012-07-11,Wednesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,37133.0,36060.78571428572
530,d_531,33077,2012-07-12,Thursday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36942.857142857145,36035.607142857145
531,d_532,36582,2012-07-13,Friday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36455.857142857145,35849.32142857143
532,d_533,42348,2012-07-14,Saturday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36586.857142857145,35774.67857142857
533,d_534,43689,2012-07-15,Sunday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36732.142857142855,35940.75
534,d_535,33020,2012-07-16,Monday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36339.28571428572,35902.17857142857
535,d_536,30418,2012-07-17,Tuesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,36029.42857142857,35846.857142857145
536,d_537,28916,2012-07-18,Wednesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,35435.71428571428,35755.71428571428
537,d_538,30864,2012-07-19,Thursday,7,2012,No_Event,No_Event,No_Event,No_Event,0,35119.57142857143,35759.28571428572
538,d_539,35402,2012-07-20,Friday,7,2012,Ramadan starts,Religious,No_Event,No_Event,1,34951.0,35720.892857142855
539,d_540,39544,2012-07-21,Saturday,7,2012,No_Event,No_Event,No_Event,No_Event,0,34550.42857142857,35704.25
540,d_541,39952,2012-07-22,Sunday,7,2012,No_Event,No_Event,No_Event,No_Event,0,34016.57142857143,35684.357142857145
541,d_542,30864,2012-07-23,Monday,7,2012,No_Event,No_Event,No_Event,No_Event,0,33708.57142857143,35649.25
542,d_543,29479,2012-07-24,Tuesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,33574.42857142857,35653.107142857145
543,d_544,28354,2012-07-25,Wednesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,33494.142857142855,35634.142857142855
544,d_545,28538,2012-07-26,Thursday,7,2012,No_Event,No_Event,No_Event,No_Event,0,33161.857142857145,35596.75
545,d_546,31840,2012-07-27,Friday,7,2012,No_Event,No_Event,No_Event,No_Event,0,32653.0,35434.71428571428
546,d_547,34588,2012-07-28,Saturday,7,2012,No_Event,No_Event,No_Event,No_Event,0,31945.0,35220.21428571428
547,d_548,36147,2012-07-29,Sunday,7,2012,No_Event,No_Event,No_Event,No_Event,0,31401.428571428572,35057.642857142855
548,d_549,28933,2012-07-30,Monday,7,2012,No_Event,No_Event,No_Event,No_Event,0,31125.571428571428,34810.142857142855
549,d_550,29531,2012-07-31,Tuesday,7,2012,No_Event,No_Event,No_Event,No_Event,0,31133.0,34452.607142857145
550,d_551,33970,2012-08-01,Wednesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,31935.285714285714,34499.53571428572
551,d_552,35260,2012-08-02,Thursday,8,2012,No_Event,No_Event,No_Event,No_Event,0,32895.57142857143,34529.96428571428
552,d_553,39511,2012-08-03,Friday,8,2012,No_Event,No_Event,No_Event,No_Event,0,33991.42857142857,34512.82142857143
553,d_554,41276,2012-08-04,Saturday,8,2012,No_Event,No_Event,No_Event,No_Event,0,34946.857142857145,34507.28571428572
554,d_555,43009,2012-08-05,Sunday,8,2012,No_Event,No_Event,No_Event,No_Event,0,35927.142857142855,34519.32142857143
555,d_556,37024,2012-08-06,Monday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37083.0,34564.107142857145
556,d_557,32394,2012-08-07,Tuesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37492.0,34557.21428571428
557,d_558,32301,2012-08-08,Wednesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37253.57142857143,34529.67857142857
558,d_559,35008,2012-08-09,Thursday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37217.57142857143,34598.642857142855
559,d_560,36465,2012-08-10,Friday,8,2012,No_Event,No_Event,No_Event,No_Event,0,36782.42857142857,34594.46428571428
560,d_561,44081,2012-08-11,Saturday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37183.142857142855,34656.357142857145
561,d_562,45798,2012-08-12,Sunday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37581.57142857143,34731.67857142857
562,d_563,36030,2012-08-13,Monday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37439.57142857143,34839.17857142857
563,d_564,34312,2012-08-14,Tuesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37713.57142857143,34978.25
564,d_565,35497,2012-08-15,Wednesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,38170.142857142855,35213.28571428572
565,d_566,34405,2012-08-16,Thursday,8,2012,No_Event,No_Event,No_Event,No_Event,0,38084.0,35339.75
566,d_567,35457,2012-08-17,Friday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37940.0,35341.71428571428
567,d_568,41521,2012-08-18,Saturday,8,2012,No_Event,No_Event,No_Event,No_Event,0,37574.28571428572,35412.32142857143
568,d_569,43364,2012-08-19,Sunday,8,2012,Eid al-Fitr,Religious,No_Event,No_Event,1,37226.57142857143,35534.17857142857
569,d_570,32410,2012-08-20,Monday,8,2012,No_Event,No_Event,No_Event,No_Event,0,36709.42857142857,35589.392857142855
570,d_571,30206,2012-08-21,Tuesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,36122.857142857145,35615.357142857145
571,d_572,28922,2012-08-22,Wednesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,35183.57142857143,35635.642857142855
572,d_573,28552,2012-08-23,Thursday,8,2012,No_Event,No_Event,No_Event,No_Event,0,34347.42857142857,35636.142857142855
573,d_574,33044,2012-08-24,Friday,8,2012,No_Event,No_Event,No_Event,No_Event,0,34002.71428571428,35679.142857142855
574,d_575,39964,2012-08-25,Saturday,8,2012,No_Event,No_Event,No_Event,No_Event,0,33780.28571428572,35871.142857142855
575,d_576,41021,2012-08-26,Sunday,8,2012,No_Event,No_Event,No_Event,No_Event,0,33445.57142857143,36045.21428571428
576,d_577,31010,2012-08-27,Monday,8,2012,No_Event,No_Event,No_Event,No_Event,0,33245.57142857143,36119.392857142855
577,d_578,28472,2012-08-28,Tuesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,32997.857142857145,36081.57142857143
578,d_579,27101,2012-08-29,Wednesday,8,2012,No_Event,No_Event,No_Event,No_Event,0,32737.714285714286,35836.25
579,d_580,28303,2012-08-30,Thursday,8,2012,No_Event,No_Event,No_Event,No_Event,0,32702.14285714286,35587.78571428572
580,d_581,37092,2012-08-31,Friday,8,2012,No_Event,No_Event,No_Event,No_Event,0,33280.42857142857,35501.392857142855
581,d_582,44630,2012-09-01,Saturday,9,2012,No_Event,No_Event,No_Event,No_Event,0,33947.0,35621.17857142857
582,d_583,42819,2012-09-02,Sunday,9,2012,No_Event,No_Event,No_Event,No_Event,0,34203.857142857145,35614.392857142855
583,d_584,44525,2012-09-03,Monday,9,2012,LaborDay,National,No_Event,No_Event,1,36134.57142857143,35882.28571428572
584,d_585,31879,2012-09-04,Tuesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36621.28571428572,35863.892857142855
585,d_586,31854,2012-09-05,Wednesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,37300.28571428572,35847.92857142857
586,d_587,32575,2012-09-06,Thursday,9,2012,No_Event,No_Event,No_Event,No_Event,0,37910.57142857143,35761.03571428572
587,d_588,34775,2012-09-07,Friday,9,2012,No_Event,No_Event,No_Event,No_Event,0,37579.57142857143,35700.67857142857
588,d_589,43218,2012-09-08,Saturday,9,2012,No_Event,No_Event,No_Event,No_Event,0,37377.857142857145,35669.857142857145
589,d_590,46649,2012-09-09,Sunday,9,2012,No_Event,No_Event,No_Event,No_Event,0,37925.0,35700.25
590,d_591,32972,2012-09-10,Monday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36274.57142857143,35591.03571428572
591,d_592,32370,2012-09-11,Tuesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36344.71428571428,35521.67857142857
592,d_593,31018,2012-09-12,Wednesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36225.28571428572,35361.71428571428
593,d_594,30142,2012-09-13,Thursday,9,2012,No_Event,No_Event,No_Event,No_Event,0,35877.71428571428,35209.46428571428
594,d_595,36359,2012-09-14,Friday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36104.0,35241.67857142857
595,d_596,45959,2012-09-15,Saturday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36495.57142857143,35400.17857142857
596,d_597,44286,2012-09-16,Sunday,9,2012,No_Event,No_Event,No_Event,No_Event,0,36158.0,35433.107142857145
597,d_598,31860,2012-09-17,Monday,9,2012,No_Event,No_Event,No_Event,No_Event,0,35999.142857142855,35413.46428571428
598,d_599,29276,2012-09-18,Tuesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,35557.142857142855,35380.25
599,d_600,27065,2012-09-19,Wednesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,34992.42857142857,35313.92857142857
600,d_601,28557,2012-09-20,Thursday,9,2012,No_Event,No_Event,No_Event,No_Event,0,34766.0,35314.107142857145
601,d_602,33634,2012-09-21,Friday,9,2012,No_Event,No_Event,No_Event,No_Event,0,34376.71428571428,35335.17857142857
602,d_603,41889,2012-09-22,Saturday,9,2012,No_Event,No_Event,No_Event,No_Event,0,33795.28571428572,35403.92857142857
603,d_604,41362,2012-09-23,Sunday,9,2012,No_Event,No_Event,No_Event,No_Event,0,33377.57142857143,35416.107142857145
604,d_605,29176,2012-09-24,Monday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32994.142857142855,35350.607142857145
605,d_606,27979,2012-09-25,Tuesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32808.857142857145,35333.0
606,d_607,26932,2012-09-26,Wednesday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32789.857142857145,35326.96428571428
607,d_608,27231,2012-09-27,Thursday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32600.428571428572,35288.67857142857
608,d_609,32656,2012-09-28,Friday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32460.714285714286,35130.25
609,d_610,40981,2012-09-29,Saturday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32331.0,34999.92857142857
610,d_611,39736,2012-09-30,Sunday,9,2012,No_Event,No_Event,No_Event,No_Event,0,32098.714285714286,34889.82142857143
611,d_612,34841,2012-10-01,Monday,10,2012,No_Event,No_Event,No_Event,No_Event,0,32908.0,34543.96428571428
612,d_613,33830,2012-10-02,Tuesday,10,2012,No_Event,No_Event,No_Event,No_Event,0,33743.857142857145,34613.642857142855
613,d_614,34220,2012-10-03,Wednesday,10,2012,No_Event,No_Event,No_Event,No_Event,0,34785.0,34698.142857142855
614,d_615,30075,2012-10-04,Thursday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35191.28571428572,34608.857142857145
615,d_616,34588,2012-10-05,Friday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35467.28571428572,34602.17857142857
616,d_617,44040,2012-10-06,Saturday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35904.28571428572,34631.53571428572
617,d_618,41872,2012-10-07,Sunday,10,2012,No_Event,No_Event,No_Event,No_Event,0,36209.42857142857,34460.92857142857
618,d_619,33790,2012-10-08,Monday,10,2012,ColumbusDay,National,No_Event,No_Event,1,36059.28571428572,34490.142857142855
619,d_620,32295,2012-10-09,Tuesday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35840.0,34487.46428571428
620,d_621,29969,2012-10-10,Wednesday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35232.71428571428,34450.0
621,d_622,29998,2012-10-11,Thursday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35221.71428571428,34444.857142857145
622,d_623,35052,2012-10-12,Friday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35288.0,34398.17857142857
623,d_624,42226,2012-10-13,Saturday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35028.857142857145,34264.857142857145
624,d_625,42237,2012-10-14,Sunday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35081.0,34191.67857142857
625,d_626,33684,2012-10-15,Monday,10,2012,No_Event,No_Event,No_Event,No_Event,0,35065.857142857145,34256.82142857143
